name,description,genre
sipffer,SIP protocol command line sniffer.,sniffer
sipi,Simple IP Information Tools for Reputation Data Analysis.,recon
sipp,A free Open Source test tool / traffic generator for the SIP protocol.,voip
sippts,Set of tools to audit SIP based VoIP Systems.,voip
sipsak,A small command line tool for developers and administrators of Session Initiation Protocol (SIP) applications.,voip
sipscan,A sip scanner.,windows
sipshock,A scanner for SIP proxies vulnerable to Shellshock.,scanner
sipvicious,Tools for auditing SIP devices.,automation
sireprat,Remote Command Execution as SYSTEM on Windows IoT Core.,exploitation
sitadel,Web Application Security Scanner.,webapp
sitediff,Fingerprint a web app using local files as the fingerprint sources.,webapp
sjet,Siberas JMX exploitation toolkit.,exploitation
skipfish,"A fully automated, active web application security reconnaissance tool.",webapp
skiptracer,OSINT python2 webscraping framework. Skipping the needs of API keys.,social
skul,A PoC to bruteforce the Cryptsetup implementation of Linux Unified Key Setup (LUKS).,cracker
skyjack,"Takes over Parrot drones, deauthenticating their true owner and taking over control, turning them into zombie drones under your own control.",drone
skype-dump,This is a tool that demonstrates dumping MD5 password hashes from the configuration file in Skype.,windows
skypefreak,A Cross Platform Forensic Framework for Skype.,forensic
slackpirate,Slack Enumeration and Extraction Tool - extract sensitive information from a Slack Workspace.,social
sleuthkit,File system and media management forensic analysis tools,forensic
sleuthql,Python3 Burp History parsing tool to discover potential SQL injection points. To be used in tandem with SQLmap.,misc
slither,Solidity static analysis framework written in Python 3.,code-audit
sloth-fuzzer,A smart file fuzzer.,fuzzer
slowhttptest,Highly configurable tool that simulates some Application Layer Denial of Service (DoS) attacks,dos
slowloris,A tool which is written in perl to test http-server vulnerabilities for connection exhaustion denial of service (DoS) attacks so you can enhance the security of your webserver.,dos
slowloris-py,Low bandwidth DoS tool.,dos
slurp-scanner,Evaluate the security of S3 buckets.,scanner
smali,Assembler/disassembler for Android's dex format,disassembler
smali-cfgs,Smali Control Flow Graph's.,mobile
smalisca,Static Code Analysis for Smali files.,mobile
smap,Shellcode mapper - Handy tool for shellcode analysis.,exploitation
smartphone-pentest-framework,Repository for the Smartphone Pentest Framework (SPF).,mobile
smbbf,SMB password bruteforcer.,cracker
smbcrunch,3 tools that work together to simplify reconnaissance of Windows File Shares.,recon
smbexec,A rapid psexec style attack with samba tools.,scanner
smbmap,A handy SMB enumeration tool.,scanner
smbrelay,SMB / HTTP to SMB replay attack toolkit.,windows
smbspider,A lightweight python utility for searching SMB/CIFS/Samba file shares.,scanner
smikims-arpspoof,Performs an ARP spoofing attack using the Linux kernel's raw sockets.,spoof
smod,A modular framework with every kind of diagnostic and offensive feature you could need in order to pentest modbus protocol.,scanner
smplshllctrlr,PHP Command Injection exploitation tool.,webapp
smtp-fuzz,Simple smtp fuzzer.,fuzzer
smtp-test,Automated testing of SMTP servers for penetration testing.,scanner
smtp-user-enum,"Username guessing tool primarily for use against the default Solaris SMTP service. Can use either EXPN, VRFY or RCPT TO.",recon
smtp-vrfy,An SMTP Protocol Hacker.,scanner
smtpmap,Tool to identify the running smtp software on a given host.,fingerprint
smtpscan,An SMTP scanner,fingerprint
smtptester,Small python3 tool to check common vulnerabilities in SMTP servers.,exploitation
smtptx,A very simple tool used for sending simple email and do some basic email testing from a pentester perspective.,scanner
smuggler,An HTTP Request Smuggling / Desync testing tool written in Python 3.,webapp
smuggler-py,Python tool used to test for HTTP Desync/Request Smuggling attacks.,webapp
sn00p,A modular tool written in bourne shell and designed to chain and automate security tools and tests.,automation
sn1per,Automated Pentest Recon Scanner.,automation
snallygaster,Tool to scan for secret files on HTTP servers.,webapp
snapception,Intercept and decrypt all snapchats received over your network.,sniffer
snare,Super Next generation Advanced Reactive honEypot,honeypot
snarf-mitm,SMB Man in the Middle Attack Engine / relay suite.,exploitation
sniff-probe-req,Wi-Fi Probe Requests Sniffer.,wireless
sniffer,"Packet Trace Parser for TCP, SMTP Emails, and HTTP Cookies.",networking
sniffglue,Secure multithreaded packet sniffer,sniffer
sniffjoke,"Injects packets in the transmission flow that are able to seriously disturb passive analysis like sniffing, interception and low level information theft.",defensive
sniffles,A Packet Capture Generator for IDS and Regular Expression Evaluation.,networking
snitch,Turn back the asterisks in password fields to plaintext passwords.,windows
snmp-brute,"SNMP brute force, enumeration, CISCO config downloader and password cracking script.",cracker
snmp-fuzzer,SNMP fuzzer uses Protos test cases with an entirely new engine written in Perl.,fuzzer
snmpattack,SNMP scanner and attacking tool.,networking
snmpcheck,A free open source utility to get information via SNMP protocols.,networking
snmpenum,An snmp enumerator.,scanner
snmpscan,"A free, multi-processes SNMP scanner.",scanner
snoopbrute,Multithreaded DNS recursive host brute-force tool.,scanner
snoopy-ng,"A distributed, sensor, data collection, interception, analysis, and visualization framework.",drone
snort,A lightweight network intrusion detection system.,defensive
snow,Steganography program for concealing messages in text files.,crypto
snowman,"A native code to C/C++ decompiler, see the examples of generated code.",windows
snscan,A Windows based SNMP detection utility that can quickly and accurately identify SNMP enabled devices on a network.,windows
snuck,Automatic XSS filter bypass.,webapp
snyk,CLI and build-time tool to find and fix known vulnerabilities in open-source dependencies.,code-audit
soapui,The Swiss-Army Knife for SOAP Testing.,proxy
socat,Multipurpose relay,networking
social-mapper,A social media enumeration and correlation tool.,social
social-vuln-scanner,Gathers public information on companies to highlight social engineering risk.,social
socialfish,Ultimate phishing tool with Ngrok integrated.,social
socialscan,Check email address and username availability on online platforms.,recon
socketfuzz,Simple socket fuzzer.,fuzzer
sockstat,"A tool to let you view information about open connections. It is similar to the tool of the same name that is included in FreeBSD, trying to faithfully reproduce as much functionality as is possible.",networking
soot,A Java Bytecode Analysis and Transformation Framework.,binary
sooty,The SOC Analysts all-in-one CLI tool to automate and speed up workflow.,defensive
spade,"A general-purpose Internet utility package, with some extra features to help in tracing the source of spam and other forms of Internet harassment.",windows
spaf,Static Php Analysis and Fuzzer.,webapp
sparta,Python GUI application which simplifies network infrastructure penetration testing by aiding the penetration tester in the scanning and enumeration phase.,scanner
spartan,Frontpage and Sharepoint fingerprinting and attack tool.,fingerprint
sparty,An open source tool written in python to audit web applications using sharepoint and frontpage architecture.,webapp
spectools,Spectrum-Tools is a set of utilities for using the Wi-Spy USB spectrum analyzer hardware. Stable version.,wireless
speedpwn,"An active WPA/2 Bruteforcer, original created to prove weak standard key generation in different ISP labeled routers without a client is connected.",cracker
spf,A python tool designed to allow for quick recon and deployment of simple social engineering phishing exercises.,social
spfmap,A program to map out SPF and DKIM records for a large number of domains.,recon
spiderfoot,The Open Source Footprinting Tool.,recon
spiderpig-pdffuzzer,A javascript pdf fuzzer,fuzzer
spiga,Configurable web resource scanner.,webapp
spike-fuzzer,IMMUNITYsec's fuzzer creation kit in C.,fuzzer
spike-proxy,A Proxy for detecting vulnerabilities in web applications,webapp
spiped,A utility for creating symmetrically encrypted and authenticated pipes between socket addresses.,networking
spipscan,SPIP (CMS) scanner for penetration testing purpose written in Python.,webapp
splint,A tool for statically checking C programs for security vulnerabilities and coding mistakes,code-audit
sploitctl,"Fetch, install and search exploit archives from exploit sites like exploit-db and packetstorm.",automation
sploitego,Maltego Penetration Testing Transforms.,fuzzer
spoofcheck,Simple script that checks a domain for email protections.,recon
spooftooph,"Designed to automate spoofing or cloning Bluetooth device Name, Class, and Address. Cloning this information effectively allows Bluetooth device to hide in plain sight.",bluetooth
spookflare,"Loader, dropper generator with multiple features for bypassing client-side and network-side countermeasures.",automation
spotbugs,A tool for static analysis to look for bugs in Java code.,code-audit
sprayingtoolkit,"Scripts to make password spraying attacks against Lync/S4B & OWA a lot quicker, less painful and more efficient.",webapp
spraykatz,Credentials gathering tool automating remote procdump and parse of lsass process.,exploitation
sps,"A Linux packet crafting tool. Supports IPv4, IPv6 including extension headers, and tunneling IPv6 over IPv4.",networking
spyse,Python API wrapper and command-line client for the tools hosted on spyse.com.,recon
sqid,A SQL injection digger.,webapp
sqlbrute,Brute forces data out of databases using blind SQL injection.,fuzzer
sqldict,A dictionary attack tool for SQL Server.,windows
sqlivulscan,This will give you the SQLi Vulnerable Website Just by Adding the Dork.,scanner
sqlmap,Automatic SQL injection and database takeover tool,webapp
sqlninja,A tool targeted to exploit SQL Injection vulnerabilities on a web application that uses Microsoft SQL Server as its back-end.,exploitation
sqlpat,This tool should be used to audit the strength of Microsoft SQL Server passwords offline.,cracker
sqlping,SQL Server scanning tool that also checks for weak passwords using wordlists.,windows
sqlpowerinjector,Application created in .Net 1.1 that helps the penetration tester to find and exploit SQL injections on a web page.,windows
sqlsus,"An open source MySQL injection and takeover tool, written in perl",exploitation
ssdeep,A program for computing context triggered piecewise hashes,crypto
ssdp-scanner,SSDP amplification scanner written in Python. Makes use of Scapy.,scanner
ssh-audit,"SSH server auditing (banner, key exchange, encryption, mac, compression, compatbility, etc).",scanner
ssh-honeypot,"Fake sshd that logs ip addresses, usernames, and passwords.",honeypot
ssh-mitm,SSH man-in-the-middle tool.,exploitation
ssh-privkey-crack,A SSH private key cracker.,cracker
ssh-user-enum,SSH User Enumeration Script in Python Using The Timing Attack.,scanner
sshatter,Password bruteforcer for SSH.,cracker
sshfuzz,A SSH Fuzzing utility written in Perl that uses Net::SSH2.,fuzzer
sshprank,"A fast SSH mass-scanner, login cracker and banner grabber tool using the python-masscan and shodan module.",cracker
sshscan,A horizontal SSH scanner that scans large swaths of IPv4 space for a single SSH user and pass.,cracker
sshtrix,A very fast multithreaded SSH login cracker.,cracker
sshtunnel,Pure python SSH tunnels (CLI),tunnel
sshuttle,Transparent proxy server that forwards all TCP packets over ssh,proxy
ssl-hostname-resolver,CN (Common Name) grabber on X.509 Certificates over HTTPS.,recon
ssl-phuck3r,All in one script for Man-In-The-Middle attacks.,sniffer
sslcat,SSLCat is a simple Unix utility that reads and writes data across an SSL enable network connection.,misc
sslcaudit,Utility to perform security audits of SSL/TLS clients.,scanner
ssldump,An SSLv3/TLS network protocol analyzer.,sniffer
sslh,SSL/SSH/OpenVPN/XMPP/tinc port multiplexer,networking
ssllabs-scan,Command-line client for the SSL Labs APIs,scanner
sslmap,A lightweight TLS/SSL cipher suite scanner.,scanner
sslnuke,Transparent proxy that decrypts SSL traffic and prints out IRC messages.,cracker
sslscan,"A fast tools to scan SSL services, such as HTTPS to determine the ciphers that are supported",scanner
sslscan2,Tests SSL/TLS enabled services to discover supported cipher suites.,scanner
sslsniff,A tool to MITM all SSL connections on a LAN and dynamically generate certs for the domains that are being accessed on the fly,sniffer
sslstrip,Python tool to hijack HTTPS connections during a MITM attack.,proxy
sslyze,Python tool for analyzing the configuration of SSL servers and for identifying misconfigurations.,crypto
ssma,Simple Static Malware Analyzer.,malware
ssrf-proxy,Facilitates tunneling HTTP communications through servers vulnerable to Server-Side Request Forgery.,proxy
ssrf-sheriff,A simple SSRF-testing sheriff written in Go.,webapp
ssrfmap,Automatic SSRF fuzzer and exploitation tool.,webapp
stackflow,Universal stack-based buffer overfow exploitation tool.,exploitation
stacoan,"Crossplatform tool which aids developers, bugbounty hunters and ethical hackers performing static code analysis on mobile applications.",mobile
staekka,This plugin extends Metasploit for some missing features and modules allowing interaction with other/custom exploits/ways of getting shell access.,exploitation
stardox,Github stargazers information gathering tool.,recon
starttls-mitm,A mitm proxy that will transparently proxy and dump both plaintext and TLS traffic.,proxy
statsprocessor,A high-performance word-generator based on per-position Markov-attack.,automation
stegcracker,Steganography brute-force utility to uncover hidden data inside files.,stego
stegdetect,An automated tool for detecting steganographic content in images.,stego
steghide,Embeds a message in a file by replacing some of the least significant bits.,stego
stegolego,Simple program for using stegonography to hide data within BMP images.,stego
stegosip,TCP tunnel over RTP/SIP.,tunnel
stegoveritas,Automatic image steganography analysis tool.,stego
stegsolve,Steganography Solver.,stego
stenographer,"A packet capture solution which aims to quickly spool all packets to disk, then provide simple, fast access to subsets of those packets.",sniffer
stepic,A python image steganography tool.,stego
sticky-keys-hunter,Script to test an RDP host for sticky keys and utilman backdoor.,scanner
stig-viewer,XCCDF formatted SRGs and STIGs files viewer for SCAP validation tools.,scanner
stompy,An advanced utility to test the quality of WWW session identifiers and other tokens that are meant to be unpredictable.,misc
stoq,An open source framework for enterprise level automated analysis.,code-audit
storm-ring,"This simple tool is useful to test a PABX with ""allow guest"" parameter set to ""yes"" (in this scenario an anonymous caller could place a call).",voip
strace,"A diagnostic, debugging and instructional userspace tracer",binary
streamfinder,Searches for Alternate Data Streams (ADS).,windows
striker,An offensive information and vulnerability scanner.,webapp
stringsifter,Machine learning tool that automatically ranks strings based on their relevance for malware analysis.,binary
striptls,Proxy PoC implementation of STARTTLS stripping attacks.,proxy
strutscan,Apache Struts2 vulnerability scanner written in Perl.,scanner
stunnel,A program that allows you to encrypt arbitrary TCP connections inside SSL,networking
sub7,A remote administration tool. No further comments ;-),windows
subbrute,A DNS meta-query spider that enumerates DNS records and subdomains,scanner
subdomainer,A tool designed for obtaining subdomain names from public sources.,recon
subfinder,Modular subdomain discovery tool that can discover massive amounts of valid subdomains for any target.,recon
subjack,Subdomain Takeover tool written in Go.,scanner
subjs,Fetches javascript file from a list of URLS or subdomains.,webapp
sublert,A security and reconnaissance tool which leverages certificate transparency to automatically monitor new subdomains deployed by specific organizations and issued TLS/SSL certificate.,recon
sublist3r,A Fast subdomains enumeration tool for penetration testers.,recon
subover,A Powerful Subdomain Takeover Tool.,scanner
subscraper,Tool that performs subdomain enumeration through various techniques.,recon
subterfuge,Automated Man-in-the-Middle Attack Framework.,exploitation
sucrack,A multi-threaded Linux/UNIX tool for brute-force cracking local user accounts via su,cracker
suid3num,Python script which utilizes python's built-in modules to enumerate SUID binaries.,exploitation
sulley,A pure-python fully automated and unattended fuzzing framework.,fuzzer
superscan,"Powerful TCP port scanner, pinger, resolver.",windows
suricata,An Open Source Next Generation Intrusion Detection and Prevention Engine.,defensive
suricata-verify,Suricata Verification Tests - Testing Suricata Output.,misc
svn-extractor,A simple script to extract all web resources by means of .SVN folder exposed over network.,recon
swaks,"Swiss Army Knife SMTP; Command line SMTP testing, including TLS and AUTH",networking
swamp,An OSINT tool for discovering associated sites through Google Analytics Tracking IDs.,recon
swap-digger,A tool used to automate Linux swap analysis during post-exploitation or forensics.,forensic
swarm,A distributed penetration testing tool.,scanner
swfintruder,First tool for testing security in Flash movies. A runtime analyzer for SWF external movies. It helps to find flaws in Flash.,reversing
swftools,A collection of SWF manipulation and creation utilities.,binary
syborg,Recursive DNS Subdomain Enumerator with dead-end avoidance system.,recon
syft,A CLI tool and go library for generating a Software Bill of Materials (SBOM) from container images and filesystems.,forensic
sylkie,IPv6 address spoofing with the Neighbor Discovery Protocol.,spoof
syms2elf,A plugin for Hex-Ray's IDA Pro and radare2 to export the symbols recognized to the ELF symbol table.,reversing
synflood,A very simply script to illustrate DoS SYN Flooding attack.,dos
synner,A custom eth->ip->tcp packet generator (spoofer) for testing firewalls and dos attacks.,spoof
synscan,fast asynchronous half-open TCP portscanner,scanner
syringe,A General Purpose DLL & Code Injection Utility.,backdoor
sysdig,Open source system-level exploration and troubleshooting tool,recon
sysinternals-suite,Sysinternals tools suite.,windows
t50,Experimental Multi-protocol Packet Injector Tool.,dos
tabi,BGP Hijack Detection.,defensive
tachyon-scanner,Fast Multi-Threaded Web Discovery Tool.,scanner
tactical-exploitation,Modern tactical exploitation toolkit.,scanner
taipan,Web application security scanner.,scanner
takeover,Sub-Domain TakeOver Vulnerability Scanner.,scanner
taof,A GUI cross-platform Python generic network protocol fuzzer.,fuzzer
tbear,"Transient Bluetooth Environment Auditor includes an ncurses-based Bluetooth scanner (a bit similar to kismet), a Bluetooth DoS tool, and a Bluetooth hidden device locator.",bluetooth
tcgetkey,A set of tools that deal with acquiring physical memory dumps via FireWire and then scan the memory dump to locate TrueCrypt keys and finally decrypt the encrypted TrueCrypt container using the keys.,dos
tchunt-ng,Reveal encrypted files stored on a filesystem.,forensic
tckfc,TrueCrypt key file cracker.,cracker
tcpcontrol-fuzzer,2^6 TCP control bit fuzzer (no ECN or CWR).,fuzzer
tcpcopy,A TCP stream replay tool to support real testing of Internet server applications.,networking
tcpdstat,Get protocol statistics from tcpdump pcap files.,networking
tcpdump,Powerful command-line packet analyzer,networking
tcpextract,Extracts files from captured TCP sessions. Support live streams and pcap files.,networking
tcpflow,Captures data transmitted as part of TCP connections then stores the data conveniently,networking
tcpick,TCP stream sniffer and connection tracker,sniffer
tcpjunk,A general tcp protocols testing and hacking utility.,exploitation
tcpreplay,Gives the ability to replay previously captured traffic in a libpcap format,networking
tcptrace,A TCP dump file analysis tool,networking
tcptraceroute,A traceroute implementation using TCP packets.,networking
tcpwatch,A utility written in Python that lets you monitor forwarded TCP connections or HTTP proxy connections.,networking
tcpxtract,A tool for extracting files from network traffic.,misc
teardown,Command line tool to send a BYE request to tear down a call.,voip
tekdefense-automater,IP URL and MD5 OSINT Analysis,forensic
tell-me-your-secrets,Find secrets on any machine from over 120 Different Signatures.,code-audit
tempomail,Tool to create a temporary email address in 1 Second and receive emails.,misc
termineter,Smart meter testing framework.,fuzzer
testdisk,"Checks and undeletes partitions + PhotoRec, signature based recovery tool",forensic
testssl.sh,Testing TLS/SSL encryption,crypto
tftp-bruteforce,A fast TFTP filename bruteforcer written in perl.,cracker
tftp-fuzz,Master TFTP fuzzing script as part of the ftools series of fuzzers.,fuzzer
tftp-proxy,This tool accepts connection on tftp and reloads requested content from an upstream tftp server. Meanwhile modifications to the content can be done by pluggable modules. So this one's nice if your mitm with some embedded devices.,proxy
tgcd,TCP/IP Gender Changer Daemon utility.,networking
thc-ipv6,Complete tool set to attack the inherent protocol weaknesses of IPv6 and ICMP6,networking
thc-keyfinder,"Finds crypto keys, encrypted data and compressed data in files by analyzing the entropy of parts of the file.",cracker
thc-pptp-bruter,A brute force program that works against pptp vpn endpoints (tcp port 1723).,cracker
thc-smartbrute,This tool finds undocumented and secret commands implemented in a smartcard.,cracker
thc-ssl-dos,"A tool to verify the performance of SSL. To be used in your authorized and legitimate area ONLY. You need to accept this to make use of it, no use for bad intentions, you have been warned!",dos
thedorkbox,Comprehensive collection of Google Dorks & OSINT techniques to find Confidential Data.,recon
thefatrat,TheFatRat a massive exploiting tool: easy tool to generate backdoor and easy tool to post exploitation attack.,automation
thefuzz,CLI fuzzing tool.,fuzzer
theharvester,"Python tool for gathering e-mail accounts and subdomain names from different public sources (search engines, pgp key servers).",recon
themole,Automatic SQL injection exploitation tool.,webapp
thezoo,A project created to make the possibility of malware analysis open and available to the public.,blackarch-malwar
threatspec,Project to integrate threat modelling into development process.,defensive
thumbcacheviewer,Extract Windows thumbcache database files.,forensic
tiger,"A security scanner, that checks computer for known problems. Can also use tripwire, aide and chkrootkit.",automation
tilt,"An easy and simple tool implemented in Python for ip reconnaissance, with reverse ip lookup.",recon
timegen,"This program generates a *.wav file to ""send"" an own time signal to DCF77 compatible devices.",wireless
tinc,VPN (Virtual Private Network) daemon,networking
tinfoleak,Get detailed information about a Twitter user activity.,recon
tinfoleak2,The most complete open-source tool for Twitter intelligence analysis.,recon
tinyproxy,A light-weight HTTP proxy daemon for POSIX operating systems.,proxy
tls-attacker,A Java-based framework for analyzing TLS libraries.,crypto
tls-fingerprinting,Tool and scripts to perform TLS Fingerprinting.,fingerprint
tls-prober,A tool to fingerprint SSL/TLS servers.,fingerprint
tlsenum,A command line tool to enumerate TLS cipher-suites supported by a server.,crypto
tlsfuzzer,SSL and TLS protocol test suite and fuzzer.,crypto
tlspretense,SSL/TLS client testing framework.,crypto
tlssled,A Linux shell script whose purpose is to evaluate the security of a target SSL/TLS (HTTPS) web server implementation.,automation
tnscmd,a lame tool to prod the oracle tnslsnr process (1521/tcp),misc
token-reverser,Word list generator to crack security tokens.,misc
tomcatwardeployer,Apache Tomcat auto WAR deployment & pwning penetration testing tool.,exploitation
topera,"An IPv6 security analysis toolkit, with the particularity that their attacks can't be detected by Snort.",scanner
tor,Anonymizing overlay network.,proxy
tor-autocircuit,"Tor Autocircuit was developed to give users a finer control over Tor circuit creation. The tool exposes the functionality of TorCtl library which allows its users to control circuit length, speed, geolocation, and other parameters.",defensive
tor-browser-en,Tor Browser Bundle: anonymous browsing using Firefox and Tor.,defensive
tor-router,A tool that allow you to make TOR your default gateway and send all internet connections under TOR (as transparent proxy) for increase privacy/anonymity without extra unnecessary code.,defensive
torcrawl,Crawl and extract (regular or onion) webpages through TOR network.,webapp
torctl,Script to redirect all traffic through tor network including dns queries for anonymizing entire system.,automation
torshammer,A slow POST Denial of Service testing tool written in Python.,dos
torsocks,Wrapper to safely torify applications,proxy
tpcat,Tool based upon pcapdiff by the EFF. It will analyze two packet captures (taken on each side of the firewall as an example) and report any packets that were seen on the source capture but didn’t make it to the dest.,misc
tplmap,Automatic Server-Side Template Injection Detection and Exploitation Tool.,webapp
traceroute,Tracks the route taken by packets over an IP network,recon
trape,People tracker on the Internet: OSINT analysis and research tool by Jose Pino.,social
traxss,Automated XSS Vulnerability Scanner.,scanner
treasure,Hunt for sensitive information through githubs code search.,recon
trid,An utility designed to identify file types from their binary signatures.,forensic
trinity,A Linux System call fuzzer.,fuzzer
triton,A Dynamic Binary Analysis (DBA) framework.,binary
trivy,"A Simple and Comprehensive Vulnerability Scanner for Containers, Suitable for CI.",scanner
trixd00r,An advanced and invisible userland backdoor based on TCP/IP for UNIX systems.,backdoor
truecrack,Password cracking for truecrypt(c) volumes.,blackarch-cracke
truecrypt,Free open-source cross-platform disk encryption software,defensive
truegaze,Static analysis tool for Android/iOS apps focusing on security issues outside the source code.,mobile
truehunter,Detect TrueCrypt containers using a fast and memory efficient approach.,forensic
trufflehog,"Searches through git repositories for high entropy strings, digging deep into commit history.",code-audit
trusttrees,A Tool for DNS Delegation Trust Graphing.,recon
tsh,"An open-source UNIX backdoor that compiles on all variants, has full pty support, and uses strong crypto for communication.",backdoor
tsh-sctp,An open-source UNIX backdoor.,backdoor
ttpassgen,Highly flexible and scriptable password dictionary generator based on Python.,automation
tunna,a set of tools which will wrap and tunnel any TCP communication over HTTP. It can be used to bypass network restrictions in fully firewalled environments.,networking
tweets-analyzer,Tweets metadata scraper & activity analyzer.,social
tweetshell,Multi-thread Twitter BruteForcer in Shell Script.,cracker
twint,"An advanced Twitter scraping & OSINT tool written in Python that doesn't use Twitter's API, allowing you to scrape a user's followers, following, Tweets and more while evading most API limitations.",social
twofi,Twitter Words of Interest.,recon
typo-enumerator,Enumerate Typo3 version and extensions.,webapp
tyton,Kernel-Mode Rootkit Hunter.,defensive
u3-pwn,A tool designed to automate injecting executables to Sandisk smart usb devices with default U3 software install.,backdoor
uacme,Defeating Windows User Account Control.,windows
uatester,User Agent String Tester,misc
uberfile,CLI tool for the generation of downloader oneliners for UNIX-like or Windows systems.,misc
ubiquiti-probing,A Ubiquiti device discovery tool.,recon
ubitack,"Tool, which automates some of the tasks you might need on a (wireless) penetration test or while you are on the go.",wireless
udis86,A minimalistic disassembler library,reversing
udork,"Python script that uses advanced Google search techniques to obtain sensitive information in files or directories, find IoT devices, detect versions of web applications.",recon
udp2raw-tunnel,"An Encrypted, Anti-Replay, Multiplexed UdP Tunnel, tunnels udp traffic through fake-tcp or icmp by using raw socket",tunnel
udpastcp,This program hides UDP traffic as TCP traffic in order to bypass certain firewalls.,networking
udptunnel,Tunnels TCP over UDP packets.,networking
udsim,A graphical simulator that can emulate different modules in a vehicle and respond to UDS request.,scanner
uefi-firmware-parser,"Parse BIOS/Intel ME/UEFI firmware related structures: Volumes, FileSystems, Files, etc.",firmware
ufo-wardriving,Allows you to test the security of wireless networks by detecting their passwords based on the router model.,cracker
ufonet,"A tool designed to launch DDoS attacks against a target, using 'Open Redirect' vectors on third party web applications, like botnet.",dos
uhoh365,Script to enumerate Office 365 users without performing login attempts,recon
ultimate-facebook-scraper,A bot which scrapes almost everything about a Facebook user's profile.,social
umap,The USB host security assessment tool.,scanner
umit,A powerful nmap frontend.,networking
uncaptcha2,Defeating the latest version of ReCaptcha with 91% accuracy.,webapp
unfurl,Pull out bits of URLs provided on stdin.,misc
unhide,"A forensic tool to find processes hidden by rootkits, LKMs or by other techniques.",forensic
unibrute,Multithreaded SQL union bruteforcer.,exploitation
unicorn-powershell,A simple tool for using a PowerShell downgrade attack and inject shellcode straight into memory.,backdoor
unicornscan,A new information gathering and correlation engine.,scanner
unifuzzer,A fuzzing tool for closed-source binaries based on Unicorn and LibFuzzer.,fuzzer
uniofuzz,"The universal fuzzing tool for browsers, web services, files, programs and network services/ports",fuzzer
uniscan,"A simple Remote File Include, Local File Include and Remote Command Execution vulnerability scanner.",fuzzer
unix-privesc-check,Tries to find misconfigurations that could allow local unprivilged users to escalate privileges to other users or to access local apps (e.g. databases).,automation
unsecure,Bruteforces network login masks.,windows
unstrip,ELF Unstrip Tool.,disassembler
untwister,Seed recovery tool for PRNGs.,crypto
upnp-pentest-toolkit,UPnP Pentest Toolkit for Windows.,windows
upnpscan,Scans the LAN or a given address range for UPnP capable devices.,scanner
uppwn,A script that automates detection of security flaws on websites' file upload systems'.,webapp
uptux,"Linux privilege escalation checks (systemd, dbus, socket fun, etc).",scanner
upx,"Extendable, high-performance executable packer for several executable formats",binary
urh,Universal Radio Hacker: investigate wireless protocols like a boss,radio
urlcrazy,"Generate and test domain typos and variations to detect and perform typo squatting, URL hijacking, phishing, and corporate espionage.",webapp
urldigger,A python tool to extract URL addresses from different HOT sources and/or detect SPAM and malicious code,webapp
urlextractor,Information gathering & website reconnaissance.,webapp
urlview,A curses URL parser for text files.,misc
usb-canary,A Linux or OSX tool that uses psutil to monitor devices while your computer is locked. In the case it detects someone plugging in or unplugging devices it can be configured to send you an SMS or alert you via Slack or Pushover.,defensive
usbrip,USB device artifacts tracker.,forensic
username-anarchy,Tools for generating usernames when penetration testing.,automation
usernamer,Pentest Tool to generate usernames/logins based on supplied names.,misc
userrecon,Find usernames across over 75 social networks.,recon
userrecon-py,Recognition usernames in 187 social networks.,social
usnjrnl2csv,Parser for $UsnJrnl on NTFS.,forensic
usnparser,A Python script to parse the NTFS USN journal.,forensic
uw-loveimap,Multi threaded imap bounce scanner.,scanner
uw-offish,Clear-text protocol simulator.,networking
uw-udpscan,Multi threaded udp scanner.,scanner
uw-zone,"Multi threaded, randomized IP zoner.",scanner
v3n0m,A tool to automate mass SQLi d0rk scans and Metasploit Vulns.,scanner
vais,SWF Vulnerability & Information Scanner.,scanner
valabind,"Tool to parse vala or vapi files to transform them into swig interface files, C++, NodeJS-ffi or GIR",misc
valgrind,Tool to help find memory-management problems in programs,binary
valhalla,Valhalla API Client.,automation
vane,A vulnerability scanner which checks the security of WordPress installations using a black box approach.,webapp
vanguard,A comprehensive web penetration testing tool written in Perl thatidentifies vulnerabilities in web applications.,webapp
vault-scanner,Swiss army knife for hackers.,scanner
vba2graph,"Generate call graphs from VBA code, for easier analysis of malicious documents.",malware
vbrute,Virtual hosts brute forcer.,recon
vbscan,A black box vBulletin vulnerability scanner written in perl.,webapp
vbsmin,VBScript minifier.,packer
vcsmap,A plugin-based tool to scan public version control systems for sensitive information.,scanner
vega,An open source platform to test the security of web applications.,webapp
veil,A tool designed to generate metasploit payloads that bypass common anti-virus solutions.,automation
veles,New open source tool for binary data analysis.,binary
venom,A Multi-hop Proxy for Penetration Testers.,exploitation
veracrypt,Disk encryption with strong security based on TrueCrypt,crypto
verinice,Tool for managing information security.,misc
vfeed,Open Source Cross Linked and Aggregated Local Vulnerability Database main repository.,misc
vhostscan,"A virtual host scanner that can be used with pivot tools, detect catch-all scenarios, aliases and dynamic default pages.",scanner
videosnarf,A new security assessment tool for pcap analysis,scanner
vinetto,A forensics tool to examine Thumbs.db files,forensic
viper,A Binary analysis framework.,disassembler
vipermonkey,A VBA parser and emulation engine to analyze malicious macros.,forensic
viproy-voipkit,VoIP Pen-Test Kit for Metasploit Framework,exploitation
