ProgramID,Name,Description,Tag
2449,tckfc,TrueCrypt key file cracker.,cracker
2450,tcpcontrol-fuzzer,2^6 TCP control bit fuzzer (no ECN or CWR).,fuzzer
2451,tcpcopy,A TCP stream replay tool to support real testing of Internet server applications.,networking
2452,tcpdstat,Get protocol statistics from tcpdump pcap files.,networking
2453,TCPDump,dump traffic on a network  ,network
2454,tcpextract,Extracts files from captured TCP sessions. Support live streams and pcap files.,networking
2455,tcpflow,Captures data transmitted as part of TCP connections then stores the data conveniently,networking
2456,tcpick,TCP stream sniffer and connection tracker,sniffer
2457,tcpjunk,A general tcp protocols testing and hacking utility.,exploitation
2458,tcpreplay,Gives the ability to replay previously captured traffic in a libpcap format,networking
2459,tcptrace,A TCP dump file analysis tool,networking
2460,tcptraceroute,A traceroute implementation using TCP packets.,networking
2461,tcpwatch,A utility written in Python that lets you monitor forwarded TCP connections or HTTP proxy connections.,networking
2462,tcpxtract,A tool for extracting files from network traffic.,misc
2463,teardown,Command line tool to send a BYE request to tear down a call.,voip
2464,tekdefense-automater,IP URL and MD5 OSINT Analysis,forensics
2465,tell-me-your-secrets,Find secrets on any machine from over 120 Different Signatures.,code-audit
2466,tempomail,Tool to create a temporary email address in 1 Second and receive emails.,misc
2467,termineter,Termineter is a framework written in python to provide a platform for the security testing of smart meters. It implements the C12.18 and C12.19 protocols for communication. Currently supported are Meters using C12.19 with 7-bit character sets. Termineter communicates with Smart Meters via a connection using an ANSI type-2 optical probe with a serial interface.,stress-testing
2468,testdisk,"Checks and undeletes partitions + PhotoRec, signature based recovery tool",forensics
2469,testssl.sh,Testing TLS/SSL encryption,crypto
2470,tftp-bruteforce,A fast TFTP filename bruteforcer written in perl.,cracker
2471,tftp-fuzz,Master TFTP fuzzing script as part of the ftools series of fuzzers.,fuzzer
2472,tftp-proxy,This tool accepts connection on tftp and reloads requested content from an upstream tftp server. Meanwhile modifications to the content can be done by pluggable modules. So this one's nice if your mitm with some embedded devices.,proxy
2473,tgcd,TCP/IP Gender Changer Daemon utility.,networking
2474,thc-ipv6,"A complete tool set to attack the inherent protocol weaknesses of IPV6 and ICMP6, and includes an easy to use packet factory library.",recon
2475,thc-keyfinder,"Finds crypto keys, encrypted data and compressed data in files by analyzing the entropy of parts of the file.",cracker
2476,thc-pptp-bruter,Brute force program against pptp vpn endpoints (tcp port 1723). Fully standalone. Supports latest MSChapV2 authentication. Tested against Windows and Cisco gateways. Exploits a weakness in Microsoft’s anti-brute force implementation which makes it possible to try 300 passwords the second.,cracker
2477,thc-smartbrute,This tool finds undocumented and secret commands implemented in a smartcard.,cracker
2478,thc-ssl-dos,THC-SSL-DOS is a tool to verify the performance of SSL. Establishing a secure SSL connection requires 15x more processing power on the server than on the client. THC-SSL-DOS exploits this asymmetric property by overloading the server and knocking it off the Internet. This problem affects all SSL implementations today. The vendors are aware of this problem since 2003 and the topic has been widely discussed. This attack further exploits the SSL secure Renegotiation feature to trigger thousands of renegotiations via single TCP connection.,stress-testing
2479,thedorkbox,Comprehensive collection of Google Dorks & OSINT techniques to find Confidential Data.,recon
2480,thefatrat,TheFatRat a massive exploiting tool: easy tool to generate backdoor and easy tool to post exploitation attack.,automation
2481,thefuzz,CLI fuzzing tool.,fuzzer
2482,TheHarvester,"The objective of this program is to gather emails, subdomains, hosts, employee names, open ports and banners from different public sources like search engines, PGP key servers and SHODAN computer database",recon
2483,themole,Automatic SQL injection exploitation tool.,web-app
2484,thezoo,A project created to make the possibility of malware analysis open and available to the public.,malware
2485,threatspec,Project to integrate threat modelling into development process.,defensive
2486,thumbcacheviewer,Extract Windows thumbcache database files.,forensics
2487,ticketConverter.py,"This script will convert kirbi files, commonly used by mimikatz, into ccache files used by Impacket, and vice versa.",kerberos
2488,ticketer.py,"This script will create Golden/Silver tickets from scratch or based on a template (legally requested from the KDC) allowing you to customize some of the parameters set inside the PAC_LOGON_INFO structure, in particular the groups, ExtraSids, duration, etc.",kerberos
2489,tiger,"A security scanner, that checks computer for known problems. Can also use tripwire, aide and chkrootkit.",automation
2490,tilt,"An easy and simple tool implemented in Python for ip reconnaissance, with reverse ip lookup.",recon
2491,timegen,"This program generates a *.wav file to ""send"" an own time signal to DCF77 compatible devices.",wireless
2492,tinc,VPN (Virtual Private Network) daemon,networking
2493,tinfoleak,Get detailed information about a Twitter user activity.,recon
2494,tinfoleak2,The most complete open-source tool for Twitter intelligence analysis.,recon
2495,tinyproxy,A light-weight HTTP proxy daemon for POSIX operating systems.,proxy
2496,tkiptun-ng,"Tkiptun-ng is the proof-of-concept implementation the WPA/TKIP attack. This attack is described in the paper, Practical attacks against WEP and WPA written by Martin Beck and Erik Tews. The paper describes advanced attacks on WEP and the first practical attack on WPA.",wireless
2497,tls-attacker,A Java-based framework for analyzing TLS libraries.,crypto
2498,tlsenum,A command line tool to enumerate TLS cipher-suites supported by a server.,crypto
2499,tls-fingerprinting,Tool and scripts to perform TLS Fingerprinting.,fingerprint
2500,tlsfuzzer,SSL and TLS protocol test suite and fuzzer.,crypto
2501,tlspretense,SSL/TLS client testing framework.,crypto
2502,tls-prober,A tool to fingerprint SSL/TLS servers.,fingerprint
2503,tlssled,"TLSSLed is a Linux shell script whose purpose is to evaluate the security of a target SSL/TLS (HTTPS) web server implementation. It is based on sslscan, a thorough SSL/TLS scanner that is based on the openssl library, and on the “openssl s_client” command line tool. The current tests include checking if the target supports the SSLv2 protocol, the NULL cipher, weak ciphers based on their key length (40 or 56 bits), the availability of strong ciphers (like AES), if the digital certificate is MD5 signed, and the current SSL/TLS renegotiation capabilities.",recon
2504,tnscmd,a lame tool to prod the oracle tnslsnr process (1521/tcp),misc
2505,tnscmd10g,"A tool to talk to the Oracle TNS listener on port 1521/tcp on a simple level, such as sending ping commands or requesting version.",vulnerability-analysis
2506,token-reverser,Word list generator to crack security tokens.,misc
2507,tomcatwardeployer,Apache Tomcat auto WAR deployment & pwning penetration testing tool.,exploitation
2508,topera,"An IPv6 security analysis toolkit, with the particularity that their attacks can't be detected by Snort.",scanner
2509,tor,Anonymizing overlay network.,proxy
2510,tor-autocircuit,"Tor Autocircuit was developed to give users a finer control over Tor circuit creation. The tool exposes the functionality of TorCtl library which allows its users to control circuit length, speed, geolocation, and other parameters.",defensive
2511,tor-browser-en,Tor Browser Bundle: anonymous browsing using Firefox and Tor.,defensive
2512,torcrawl,Crawl and extract (regular or onion) webpages through TOR network.,web-app
2513,torctl,Script to redirect all traffic through tor network including dns queries for anonymizing entire system.,automation
2514,tor-router,A tool that allow you to make TOR your default gateway and send all internet connections under TOR (as transparent proxy) for increase privacy/anonymity without extra unnecessary code.,defensive
2515,torshammer,A slow POST Denial of Service testing tool written in Python.,dos
2516,torsocks,Wrapper to safely torify applications,proxy
2517,tpcat,Tool based upon pcapdiff by the EFF. It will analyze two packet captures (taken on each side of the firewall as an example) and report any packets that were seen on the source capture but didn’t make it to the dest.,misc
2518,TPLMap,SSTI tool,web-app
2519,traceroute,Tracks the route taken by packets over an IP network,recon
2520,trape,People tracker on the Internet: OSINT analysis and research tool by Jose Pino.,social
2521,traxss,Automated XSS Vulnerability Scanner.,scanner
2522,treasure,Hunt for sensitive information through githubs code search.,recon
2523,trid,An utility designed to identify file types from their binary signatures.,forensics
2524,trinity,A Linux System call fuzzer.,fuzzer
2525,triton,A Dynamic Binary Analysis (DBA) framework.,binary
2526,trivy,"A Simple and Comprehensive Vulnerability Scanner for Containers, Suitable for CI.",scanner
2527,trixd00r,An advanced and invisible userland backdoor based on TCP/IP for UNIX systems.,backdoor
2528,truecrack,TrueCrack is a brute-force password cracker for TrueCrypt volumes. It works on Linux and it is optimized for Nvidia Cuda technology. It supports:,cracker
2529,truecrypt,Free open-source cross-platform disk encryption software,defensive
2530,truegaze,Static analysis tool for Android/iOS apps focusing on security issues outside the source code.,mobile
2531,truehunter,Detect TrueCrypt containers using a fast and memory efficient approach.,forensics
2532,trufflehog,"Searches through git repositories for high entropy strings, digging deep into commit history.",code-audit
2533,trusttrees,A Tool for DNS Delegation Trust Graphing.,recon
2534,tsh,"An open-source UNIX backdoor that compiles on all variants, has full pty support, and uses strong crypto for communication.",backdoor
2535,tsh-sctp,An open-source UNIX backdoor.,backdoor
2536,ttpassgen,Highly flexible and scriptable password dictionary generator based on Python.,automation
2537,tunna,a set of tools which will wrap and tunnel any TCP communication over HTTP. It can be used to bypass network restrictions in fully firewalled environments.,networking
2538,tweets-analyzer,Tweets metadata scraper & activity analyzer.,social
2539,tweetshell,Multi-thread Twitter BruteForcer in Shell Script.,cracker
2540,twint,"An advanced Twitter scraping & OSINT tool written in Python that doesn't use Twitter's API, allowing you to scrape a user's followers, following, Tweets and more while evading most API limitations.",social
2541,twofi,When attempting to crack passwords custom word lists are very useful additions to standard dictionaries. An interesting idea originally released on the “7 Habits of Highly Effective Hackers” blog was to use Twitter to help generate those lists based on searches for keywords related to the list that is being cracked. This idea has been expanded into twofi which will take multiple search terms and return a word list sorted by most common first.,recon
2542,typo-enumerator,Enumerate Typo3 version and extensions.,web-app
2543,tyton,Kernel-Mode Rootkit Hunter.,defensive
2544,u3-pwn,U3-Pwn is a tool designed to automate injecting executables to Sandisk smart usb devices with default U3 software install. This is performed by removing the original iso file from the device and creating a new iso with autorun features.,persistence
2545,uacme,Defeating Windows User Account Control.,windows
2546,uatester,User Agent String Tester,misc
2547,ua-tester,This tool is designed to automatically check a given URL using a list of standard and non-standard User Agent strings provided by the user (1 per line). The results of these checks are then reported to the user for further manual analysis where required.,web-app
2548,uberfile,CLI tool for the generation of downloader oneliners for UNIX-like or Windows systems.,misc
2549,ubiquiti-probing,A Ubiquiti device discovery tool.,recon
2550,ubitack,"Tool, which automates some of the tasks you might need on a (wireless) penetration test or while you are on the go.",wireless
2551,udis86,A minimalistic disassembler library,reverse-eng
2552,udork,"Python script that uses advanced Google search techniques to obtain sensitive information in files or directories, find IoT devices, detect versions of web applications.",recon
2553,udp2raw-tunnel,"An Encrypted, Anti-Replay, Multiplexed UdP Tunnel, tunnels udp traffic through fake-tcp or icmp by using raw socket",tunnel
2554,udpastcp,This program hides UDP traffic as TCP traffic in order to bypass certain firewalls.,networking
2555,udptunnel,Tunnels TCP over UDP packets.,networking
2556,udsim,A graphical simulator that can emulate different modules in a vehicle and respond to UDS request.,scanner
2557,uefi-firmware-parser,"Parse BIOS/Intel ME/UEFI firmware related structures: Volumes, FileSystems, Files, etc.",firmware
2558,ufonet,"A tool designed to launch DDoS attacks against a target, using 'Open Redirect' vectors on third party web applications, like botnet.",dos
2559,ufo-wardriving,Allows you to test the security of wireless networks by detecting their passwords based on the router model.,cracker
2560,uhoh365,Script to enumerate Office 365 users without performing login attempts,recon
2561,ultimate-facebook-scraper,A bot which scrapes almost everything about a Facebook user's profile.,social
2562,umap,The USB host security assessment tool.,scanner
2563,umit,A powerful nmap frontend.,networking
2564,uncaptcha2,Defeating the latest version of ReCaptcha with 91% accuracy.,web-app
2565,unfurl,Pull out bits of URLs provided on stdin.,misc
2566,unhide,"A forensic tool to find processes hidden by rootkits, LKMs or by other techniques.",forensics
2567,unibrute,Multithreaded SQL union bruteforcer.,exploitation
2568,unicorn-powershell,A simple tool for using a PowerShell downgrade attack and inject shellcode straight into memory.,backdoor
2569,unicornscan,nmap UDP alternative,recon
2570,unifuzzer,A fuzzing tool for closed-source binaries based on Unicorn and LibFuzzer.,fuzzer
2571,uniofuzz,"The universal fuzzing tool for browsers, web services, files, programs and network services/ports",fuzzer
2572,uniscan,"Uniscan is a simple Remote File Include, Local File Include and Remote Command Execution vulnerability scanner.",web-app
2573,Unix-PrivEsc-Check,"It tries to find misconfigurations that could allow local unprivileged users to escalate privileges to other users or to access local apps, written in a single shell script so is easy to upload",post-recon
2574,unsecure,Bruteforces network login masks.,windows
2575,Unshadow,Combining passwd and shadow files into 1,cracker
2576,unstrip,ELF Unstrip Tool.,disassembler
2577,untwister,Seed recovery tool for PRNGs.,crypto
2578,upnp-pentest-toolkit,UPnP Pentest Toolkit for Windows.,windows
2579,upnpscan,Scans the LAN or a given address range for UPnP capable devices.,scanner
2580,uppwn,A script that automates detection of security flaws on websites' file upload systems'.,web-app
2581,uptux,"Linux privilege escalation checks (systemd, dbus, socket fun, etc).",scanner
2582,upx,"Extendable, high-performance executable packer for several executable formats",binary
2583,urh,Universal Radio Hacker: investigate wireless protocols like a boss,radio
2584,urlcrazy,"URLCrazy�is an OSINT tool to generate and test domain typos or variations to detect or perform typo squatting, URL hijacking, phishing, and corporate espionage.",recon
2585,urldigger,A python tool to extract URL addresses from different HOT sources and/or detect SPAM and malicious code,web-app
2586,urlextractor,Information gathering & website reconnaissance.,web-app
2587,urlview,A curses URL parser for text files.,misc
2588,usb-canary,A Linux or OSX tool that uses psutil to monitor devices while your computer is locked. In the case it detects someone plugging in or unplugging devices it can be configured to send you an SMS or alert you via Slack or Pushover.,defensive
2589,usbrip,USB device artifacts tracker.,forensics
2590,username-anarchy,Tools for generating usernames when penetration testing.,automation
2591,usernamer,Pentest Tool to generate usernames/logins based on supplied names.,misc
2592,userrecon,Find usernames across over 75 social networks.,recon
2593,userrecon-py,Recognition usernames in 187 social networks.,social
2594,usnjrnl2csv,Parser for $UsnJrnl on NTFS.,forensics
2595,usnparser,A Python script to parse the NTFS USN journal.,forensics
2596,uw-loveimap,Multi threaded imap bounce scanner.,scanner
2597,uw-offish,Clear-text protocol simulator.,networking
2598,uw-udpscan,Multi threaded udp scanner.,scanner
2599,uw-zone,"Multi threaded, randomized IP zoner.",scanner
2600,v3n0m,A tool to automate mass SQLi d0rk scans and Metasploit Vulns.,scanner
2601,vais,SWF Vulnerability & Information Scanner.,scanner
2602,valabind,"Tool to parse vala or vapi files to transform them into swig interface files, C++, NodeJS-ffi or GIR",misc
2603,valgrind,"Valgrind is a system for debugging and profiling Linux programs. With its tool suite you can automatically detect many memory management and threading bugs, avoiding hours of frustrating bug-hunting and making your programs more stable. You can also perform detailed profiling to help speed up your programs and use Valgrind to build new tools. The Valgrind distribution currently includes six production-quality tools:",reverse-eng
2604,valhalla,Valhalla API Client.,automation
2605,vane,A vulnerability scanner which checks the security of WordPress installations using a black box approach.,web-app
2606,vanguard,A comprehensive web penetration testing tool written in Perl thatidentifies vulnerabilities in web applications.,web-app
2607,vault-scanner,Swiss army knife for hackers.,scanner
2608,vba2graph,"Generate call graphs from VBA code, for easier analysis of malicious documents.",malware
2609,vbrute,Virtual hosts brute forcer.,recon
2610,vbscan,A black box vBulletin vulnerability scanner written in perl.,web-app
2611,vbsmin,VBScript minifier.,packer
2612,vcsmap,A plugin-based tool to scan public version control systems for sensitive information.,scanner
2613,vega,An open source platform to test the security of web applications.,web-app
2614,veil,A tool designed to generate metasploit payloads that bypass common anti-virus solutions.,automation
2615,veles,New open source tool for binary data analysis.,binary
2616,venom,A Multi-hop Proxy for Penetration Testers.,exploitation
2617,veracrypt,Disk encryption with strong security based on TrueCrypt,crypto
2618,verinice,Tool for managing information security.,misc
2619,vfeed,Open Source Cross Linked and Aggregated Local Vulnerability Database main repository.,misc
2620,vhostscan,"A virtual host scanner that can be used with pivot tools, detect catch-all scenarios, aliases and dynamic default pages.",scanner
2621,videosnarf,A new security assessment tool for pcap analysis,scanner
2622,Vim,Text editor,misc
2623,vinetto,A forensics tool to examine Thumbs.db files,forensics
2624,viper,A Binary analysis framework.,disassembler
2625,vipermonkey,A VBA parser and emulation engine to analyze malicious macros.,forensics
2626,viproy-voipkit,VoIP Pen-Test Kit for Metasploit Framework,exploitation
2627,virustotal,Command-line utility to automatically lookup on VirusTotal all files recursively contained in a directory.,malware
2628,visql,Scan SQL vulnerability on target site and sites of on server.,scanner
2629,visualize-logs,A Python library and command line tools to provide interactive log visualization.,misc
2630,vivisect,A Python based static analysis and reverse engineering framework.,debugger
2631,vlan-hopping,Easy 802.1Q VLAN Hopping,automation
2632,vlany,Linux LD_PRELOAD rootkit (x86 and x86_64 architectures).,backdoor
2633,vmap,A Vulnerability-Exploit desktop finder.,exploitation
2634,vmcloak,Automated Virtual Machine Generation and Cloaking for Cuckoo Sandbox.,malware
2635,vnak,Aim is to be the one tool a user needs to attack multiple VoIP protocols.,voip
2636,vnc-bypauth,Multi-threaded bypass authentication scanner for VNC smaller than v4.1.1 servers.,cracker
2637,vncrack,What it looks like: crack VNC.,cracker
2638,voiper,A VoIP security testing toolkit incorporating several VoIP fuzzers and auxiliary tools to assist the auditor.,voip
2639,voiphopper,"VoIP Hopper is a GPLv3 licensed security tool, written in C, that rapidly runs a VLAN Hop into the Voice VLAN on specific ethernet switches. VoIP Hopper does this by mimicking the behavior of an IP Phone, in Cisco, Avaya, Nortel, and Alcatel-Lucent environments.",network
2640,voipong,"A utility which detects all Voice Over IP calls on a pipeline, and for those which are G711 encoded, dumps actual conversation to separate wave files.",voip
2641,volafox,Mac OS X Memory Analysis Toolkit.,forensics
2642,volatility,"The Volatility Framework is a completely open collection of tools, implemented in Python under the GNU General Public License, for the extraction of digital artifacts from volatile memory (RAM) samples. The extraction techniques are performed completely independent of the system being investigated but offer unprecedented visibility into the runtime state of the system. The framework is intended to introduce people to the techniques and complexities associated with extracting digital artifacts from volatile memory samples and provide a platform for further work into this exciting area of research.",forensics
2643,volatility3,Advanced memory forensics framework,forensics
2644,volatility-extra,Volatility plugins developed and maintained by the community.,forensics
2645,voltron,"UI for GDB, LLDB and Vivisect's VDB.",debugger
2646,vpnpivot,Explore the network using this tool.,recon
2647,vsaudit,VOIP Security Audit Framework.,voip
2648,vscan,HTTPS / Vulnerability scanner.,scanner
2649,vstt,"VSTT is a multi-protocol tunneling tool. It accepts input by TCP stream sockets and FIFOs, and can send data via TCP, POP3, and ICMP tunneling.",tunnel
2650,vsvbp,Black box tool for Vulnerability detection in web applications.,web-app
2651,vulmap,Vulmap Online Local Vulnerability Scanners Project,scanner
2652,vulnerabilities-spider,A tool to scan for web vulnerabilities.,web-app
2653,vulnx,Cms and vulnerabilites detector & An intelligent bot auto shell injector.,web-app
2654,vuls,"Vulnerability scanner for Linux/FreeBSD, agentless, written in Go.",scanner
2655,vulscan,A module which enhances nmap to a vulnerability scanner,scanner
2656,w13scan,Passive Security Scanner.,web-app
2657,w3af,"w3af is a Web Application Attack and Audit Framework which aims to identify and exploit all web application vulnerabilities. This package provides a graphical user interface (GUI) for the framework. If you want a command-line application only, install w3af-console. The framework has been called the “metasploit for the web”, but it’s actually much more than that, because it also discovers the web application vulnerabilities using black-box scanning techniques!. The w3af core and it’s plugins are fully written in Python. The project has more than 130 plugins, which identify and exploit SQL injection, cross site scripting (XSS), remote file inclusion and more.",web-app
2658,wafninja,A tool which contains two functions to attack Web Application Firewalls.,web-app
2659,wafp,An easy to use Web Application Finger Printing tool written in ruby using sqlite3 databases for storing the fingerprints.,web-app
2660,wafpass,"Analysing parameters with all payloads' bypass methods, aiming at benchmarking security solutions like WAF.",web-app
2661,wafw00f,Identify and fingerprint Web Application Firewall (WAF) products protecting a website.,scanner
2662,waidps,"Wireless Auditing, Intrusion Detection & Prevention System.",wireless
2663,waldo,A lightweight and multithreaded directory and subdomain bruteforcer implemented in Python.,recon
2664,wapiti,"A vulnerability scanner for web applications. It currently search vulnerabilities like XSS, SQL and XPath injections, file inclusions, command execution, LDAP injections, CRLF injections...",fuzzer
2665,wascan,Web Application Scanner.,web-app
2666,wavemon,Ncurses-based monitoring application for wireless network devices,wireless
2667,waybackpack,Download the entire Wayback Machine archive for a given URL.,web-app
2668,waybackurls,Fetch all the URLs that the Wayback Machine knows about for a domain.,recon
2669,wcc,The Witchcraft Compiler Collection.,binary
2670,wce,"A security tool to list logon sessions and add, change, list and delete associated credentials (ex.: LM/NT hashes, plaintext passwords and Kerberos tickets).",windows
2671,web2ldap,Full-featured LDAP client running as web application.,misc
2672,webacoo,Web Backdoor Cookie Script-Kit.,backdoor
2673,webanalyze,Port of Wappalyzer (uncovers technologies used on websites) in go to automate scanning.,web-app
2674,webborer,A directory-enumeration tool written in Go.,web-app
2675,webenum,Tool to enumerate http responses using dynamically generated queries and more.,scanner
2676,webexploitationtool,A cross platform web exploitation toolkit.,exploitation
2677,webfixy,On-the-fly decryption proxy for MikroTik RouterOS WebFig sessions.,proxy
2678,webhandler,A handler for PHP system functions & also an alternative 'netcat' handler.,web-app
2679,webhunter,Tool for scanning web applications and networks and easily completing the process of collecting knowledge.,scanner
2680,webkiller,Tool Information Gathering Write By Python.,web-app
2681,webpwn3r,A python based Web Applications Security Scanner.,scanner
2682,webrute,Web server directory brute forcer.,scanner
2683,webscarab,"WebScarab is designed to be a tool for anyone who needs to expose the workings of an HTTP(S) based application, whether to allow the developer to debug otherwise difficult problems, or to allow a security specialist to identify vulnerabilities in the way that the application has been designed or implemented.",web-app
2684,websearch,Search vhost names given a host range. Powered by Bing..,recon
2685,webshag,"Webshag is a multi-threaded, multi-platform web server audit tool. Written in Python, it gathers commonly useful functionalities for web server auditing like website crawling, URL scanning or file fuzzing. ",web-app
2686,webshells,"A collection of webshells for ASP, ASPX, CFM, JSP, Perl, and PHP servers.",persistence
2687,webslayer,"Webslayer is a tool designed for brute forcing Web Applications, it can be used for finding resources not linked (directories, servlets, scripts,files, etc), brute force GET and POST parameters, bruteforce Forms parameters (User/Password), Fuzzing, etc. The tools has a payload generator and an easy and powerful results analyzer.",web-app
2688,websockify,WebSocket to TCP proxy/bridge.,networking
2689,web-soul,A plugin based scanner for attacking and data mining web sites written in Perl.,web-app
2690,webspa,"A web knocking tool, sending a single HTTP/S to run O/S commands.",backdoor
2691,Websploit,Swiss-army-knife of web exploits ranging from social engineering to honeypots and everything in between,web-app
2692,webtech,Identify technologies used on websites.,web-app
2693,webxploiter,An OWASP Top 10 Security scanner.,web-app
2694,weebdns,DNS Enumeration with Asynchronicity.,recon
2695,weeman,HTTP Server for phishing in python.,social
2696,weevely,"Weevely is a stealth PHP web shell that simulate telnet-like connection. It is an essential tool for web application post exploitation, and can be used as stealth backdoor or as a web shell to manage legit web accounts, even free hosted ones.",persistence
2697,weirdaal,AWS Attack Library.,web-app
2698,wepbuster,script for automating aircrack-ng,wireless
2699,wesng,Windows Exploit Suggester - Next Generation.,exploitation
2700,wesside-ng,"Wesside-ng is an auto-magic tool which incorporates a number of techniques to seamlessly obtain a WEP key in minutes. It first identifies a network, then proceeds to associate with it, obtain PRGA (pseudo random generation algorithm) xor data, determine the network IP scheme, reinject ARP requests and finally determine the WEP key. All this is done without your intervention.",wireless
2701,wfuzz,"Wfuzz is a tool designed for bruteforcing Web Applications, it can be used for finding resources not linked (directories, servlets, scripts, etc), bruteforce GET and POST parameters for checking different kind of injections (SQL, XSS, LDAP,etc), bruteforce Forms parameters (User/Password), Fuzzing,etc.",web-app
2702,whapa,WhatsApp Parser Tool.,misc
2703,whatbreach,OSINT tool to find breached emails and databases.,social
2704,whatportis,A command to search port names and numbers.,misc
2705,whatsmyname,Tool to perform user and username enumeration on various websites.,social
2706,whatwaf,Detect and bypass web application firewalls and protection systems.,web-app
2707,whatweb,"WhatWeb identifies websites. Its goal is to answer the question, “What is that Website?”. WhatWeb recognises web technologies including content management systems (CMS), blogging platforms, statistic/analytics packages, JavaScript libraries, web servers, and embedded devices. WhatWeb has over 1700 plugins, each to recognise something different. WhatWeb also identifies version numbers, email addresses, account IDs, web framework modules, SQL errors, and more.",web-app
2708,whichcdn,Tool to detect if a given website is protected by a Content Delivery Network.,web-app
2709,whitewidow,SQL Vulnerability Scanner.,scanner
2710,wi-feye,"An automated wireless penetration testing tool written in python, its designed to simplify common attacks that can be performed on wifi networks so that they can be executed quickly and easily.",wireless
2711,wifi-autopwner,Script to automate searching and auditing Wi-Fi networks with weak security.,automation
2712,wifibroot,"A WiFi Pentest Cracking tool for WPA/WPA2 (Handshake, PMKID, Cracking, EAPOL, Deauthentication).",wireless
2713,wifichannelmonitor,"A utility for Windows that captures wifi traffic on the channel you choose, using Microsoft Network Monitor capture driver.",windows
2714,wificurse,WiFi jamming tool.,wireless
2715,wifi-honey,"This script creates five monitor mode interfaces, four are used as APs and the fifth is used for airodump-ng. To make things easier, rather than having five windows all this is done in a screen session which allows you to switch between screens to see what is going on. All sessions are labelled so you know which is which.",wireless
2716,wifijammer,A python script to continuously jam all wifi clients within range.,wireless
2717,wifi-monitor,Prints the IPs on your local network that're sending the most packets.,sniffer
2718,wifiphisher,"Wifiphisher is a security tool that mounts automated phishing attacks against Wi-Fi networks in order to obtain credentials or infect the victims with �malware�. It is a social engineering attack that can be used to obtain WPA/WPA2 secret passphrases and unlike other methods, it does not require any brute forcing.",wireless
2719,wifi-pumpkin,Framework for Rogue Wi-Fi Access Point Attack.,wireless
2720,wifiscanmap,Another wifi mapping tool.,wireless
2721,wifitap,Wifitap is a proof of concept for communication over WiFi networks using traffic injection.,wireless
2722,wifite,"To attack multiple WEP, WPA, and WPS encrypted networks in a row. This tool is customizable to be automated with only a few arguments. Wifite aims to be the “set it and forget it” wireless auditing tool.  ",wireless
2723,wig,web-app Information Gatherer.,web-app
2724,wikigen,A script to generate wordlists out of wikipedia pages.,automation
2725,wildpwn,Unix wildcard attacks.,exploitation
2726,windapsearch,"Script to enumerate users, groups and computers from a Windows domain through LDAP queries.",recon
2727,windivert,A user-mode packet capture-and-divert package for Windows.,windows
2728,Windows Exploit Suggester,checks for priv esc opportunities on windows targets,post-recon
2729,windows-binaries,A colleciton of pentesting Windows binaries.,windows
2730,windows-exploit-suggester,This tool compares a targets patch levels against the Microsoft vulnerability database in order to detect potential missing patches on the target.,recon
2731,windows-prefetch-parser,Parse Windows Prefetch files.,forensics
2732,windows-privesc-check,Standalone Executable to Check for Simple Privilege Escalation Vectors on Windows Systems.,windows
2733,windowsspyblocker,Block spying and tracking on Windows.,windows
2734,winexe,Winexe remotely executes commands on Windows NT/2000/XP/2003 systems from GNU/Linux (and possibly also from other Unices capable of building the Samba 4 software package).,persistence
2735,winfo,"Uses null sessions to remotely try to retrieve lists of and information about user accounts, workstation/interdomain/server trust accounts, shares (also hidden), sessions, logged in users, and password/lockout policy, from Windows NT/2000/XP.",windows
2736,winhex,Hex Editor and Disk Editor.,windows
2737,WinPeas,For full enumeration of windows host (internal),post-recon
2738,winpwn,Automation for internal Windows Penetrationtest / AD-Security.,windows
2739,winregfs,Windows Registry FUSE filesystem.,misc
2740,winrelay,A TCP/UDP forwarder/redirector that works with both IPv4 and IPv6.,windows
2741,wireless-ids,Ability to detect suspicious activity such as (WEP/WPA/WPS) attack by sniffing the air for wireless packets.,wireless
2742,Wireshark,Packet sniffer,sniffer
2743,wireshark-cli,Network traffic and protocol analyzer/sniffer - CLI tools and data files,sniffer
2744,wireshark-qt,Network traffic and protocol analyzer/sniffer - Qt GUI,sniffer
2745,wirouter-keyrec,A platform independent software to recover the default WPA passphrases of the supported router models,wireless
2746,witchxtool,"A perl script that consists of a port scanner, LFI scanner, MD5 bruteforcer, dork SQL injection scanner, fresh proxy scanner, and a dork LFI scanner.",web-app
2747,wlan2eth,Re-writes 802.11 captures into standard Ethernet frames.,wireless
2748,wmat,Automatic tool for testing webmail accounts.,cracker
2749,wmd,Python framework for IT security tools.,automation
2750,wmiexec.py,"A semi-interactive shell, used through Windows Management Instrumentation. It does not require to install any service/agent at the target server. Runs as Administrator. Highly stealthy.",exploitation
2751,wmi-forensics,Scripts used to find evidence in WMI repositories.,forensics
2752,wmipersist.py,This script creates/removes a WMI Event Consumer/Filter and link between both to execute Visual Basic based on the WQL filter or timer specified.,windows
2753,wmiquery.py,It allows to issue WQL queries and get description of WMI objects at the target system (e.g. select name from win32_account).,windows
2754,wnmap,A shell script written with the purpose to automate and chain scans via nmap. You can run nmap with a custom mode written by user and create directories for every mode with the xml/nmap files inside.,automation
